,address,num_bedroom,num_bathroom,price,post_code,latitude,longitude,neighborhood,ptype,size
2428,89 Seventeenth Street,2 bd,2 ba,"814,900",M8V4B7,43.602367,-79.517418,New Toronto,house,
2429,100 Seventeenth Street,3 bd,1 ba,1,M8V4B7,43.602837,-79.518082,New Toronto,house,
2430,122 Seventh Street,4 bd,2 ba,"899,000",M8V4B7,43.599819,-79.505119,New Toronto,house,
2431,74 Twelfth Street,4 bd,4 ba,"1,399,000",M8V4B7,43.597561,-79.510254,New Toronto,house,2500-3000 sqft
2432,3 Shamrock Avenue,3 bd,2 ba,"1,249,000",M8V4B7,43.593826,-79.524635,New Toronto,house,1100-1500 sqft
2433,163 Lake Shore Drive,4 bd,5 ba,"2,498,000",M8V4B7,43.594975,-79.505737,New Toronto,house,3000-3500 sqft
2434,5 Twenty Sixth Street,5 bd,3 ba,"1,099,000",M8V4B7,43.597214,-79.524376,New Toronto,house,
2435,234 Sixth Street,3 bd,2 ba,"875,000",M8V4B7,43.604797,-79.505936,New Toronto,house,1500-2000 sqft
2436,87 Sixth Street,3 bd,2 ba,"790,000",M8V4B7,43.599285,-79.503227,New Toronto,townhouse,1100-1500 sqft
2437,35 Fifteenth Street,5 bd,3 ba,"1,289,000",M8V4B7,43.600479,-79.514297,New Toronto,townhouse,
2438,56 Emerald Crescent,8 bd,6 ba,"2,399,999",M8V4B7,43.595875,-79.504242,New Toronto,townhouse,
2439,51 Rampart Crescent,4 bd,3 ba,"699,900",L1P1W7,43.908386,-78.975822,Williamsburg,house,2000-2500 sqft
2440,12 Bridgid Drive,4 bd,3 ba,"924,900",L1P1W7,43.909019,-78.976212,Williamsburg,house,3000-3500 sqft
2441,19 Pardon Avenue,4 bd,3 ba,"869,900",L1P1W7,43.905807,-78.97438,Williamsburg,house,
2442,4 Brownridge Place,3 bd,4 ba,"709,900",L1P1W7,43.906769,-78.978859,Williamsburg,house,
2443,30 Strawbridge Farm Drive,4 bd,5 ba,"1,558,800",L4G6Z5,43.992603,-79.442635,Aurora Grove,house,3000-3500 sqft
2444,300 Stone Road,3 bd,4 ba,"899,950",L4G6Z5,43.994637,-79.449883,Aurora Grove,house,1500-2000 sqft
2445,40 Archerhill Court,4 bd,5 ba,"2,469,000",L4G6Z5,43.98764,-79.442986,Aurora Grove,house,3500-5000 sqft
2446,116 Strawbridge Farm Drive,4 bd,4 ba,"1,680,000",L4G6Z5,43.991467,-79.441658,Aurora Grove,house,3000-3500 sqft
2447,113 Deerglen Terrace,3 bd,4 ba,"869,500",L4G6Z5,43.996414,-79.450203,Aurora Grove,house,
2448,90 Monkman Court,2 bd,3 ba,"990,000",L4G6Z5,43.985756,-79.439819,Aurora Grove,house,
2449,87 Strawbridge Farm Drive,4 bd,6 ba,"2,400,000",L4G6Z5,43.990929,-79.442551,Aurora Grove,house,5000+ sqft
2450,161 Primeau Drive,3 bd,4 ba,"849,999",L4G6Z5,43.99416,-79.44352,Aurora Grove,townhouse,1500-2000 sqft
2451,115 October Lane,3 bd,3 ba,"709,990",L4G6Z5,43.995747,-79.443069,Aurora Grove,townhouse,
2452,17 Fife Road,3 bd,4 ba,"738,000",L4G6Z5,43.997074,-79.44622,Aurora Grove,townhouse,1500-2000 sqft
2453,19 Marisa Court,4 bd,3 ba,"639,900",L4A1S5,43.212242,-79.868645,Keswick North,house,
2454,31 Knotty Pine Avenue,4 bd,3 ba,"608,000",L4A1S5,43.395863,-80.381622,Keswick North,house,
2455,18 Barwell Crescent,3 bd,2 ba,"848,000",L4A1S5,43.729195,-79.56765,Keswick North,house,
2456,35 Laurelbank Crescent,4 bd,3 ba,"765,000",L4A1S5,44.232979,-79.450417,Keswick North,house,1500-2000 sqft
2457,87 Dunraven Drive,2 bd,1 ba,"653,946",L4A1S5,43.685089,-79.46682,Keswick North,house,700-1100 sqft
2458,99 Abner Miles Drive,4 bd,5 ba,"1,998,800",L4A1S5,43.872009,-79.467789,Keswick North,house,3500-5000 sqft
2459,3 Johnson Road,2 bd,2 ba,"788,800",L4A1S5,43.98127,-79.478806,Keswick North,house,
2460,119 Upper Canada Drive,5 bd,5 ba,"2,500,000",L4A1S5,43.756695,-79.40062,Keswick North,house,3500-5000 sqft
2461,62 Reddenhurst Crescent,3 bd,2 ba,"559,900",L4A1S5,44.197315,-79.463844,Keswick North,house,1100-1500 sqft
2462,63 Sahara Trail,4 bd,4 ba,"799,000",L4A1S5,43.751175,-79.763008,Keswick North,house,2000-2500 sqft
2463,439 Sunset Beach Road,4 bd,6 ba,"4,399,000",L4A1S5,43.943974,-79.438095,Keswick North,house,5000 sqft
2464,9 Oriole Court,3 bd,2 ba,"574,900",L4A1S5,44.409538,-79.695602,Keswick North,house,
2465,1424 Connaught Terrace,4 bd,3 ba,"1,249,000",L4A1S5,43.485359,-79.844215,Keswick North,house,3000-3500 sqft
2466,4891 Coleman Place,3 bd,3 ba,"1,228,000",L4A1S5,49.091846,-123.061798,Keswick North,house,1767 sqft
2467,17 Lismer Crescent,3 bd,3 ba,"728,000",L4A1S5,43.873276,-79.755165,Keswick North,house,1500-2000 sqft
2468,47 Harding Boulevard,4 bd,6 ba,"2,499,000",L4A1S5,43.86758,-79.433144,Keswick North,house,3500-5000 sqft
2469,318 Hillside Avenue,3 bd,2 ba,"510,000",L4A1S5,43.881992,-78.869385,Keswick North,house,
2470,18 Timberbank Square,4 bd,4 ba,"719,900",L4A1S5,43.792362,-79.312393,Keswick North,house,
2471,2715 Innisfil Road,4 bd,4 ba,"1,150,000",L4A1S5,43.549023,-79.711044,Keswick North,house,
2472,5 Orchard Mill Crescent,7 bd,3 ba,"599,000",L4A1S5,43.392094,-80.407806,Keswick North,house,1625 sqft
2473,19749 N Wildwood Crescent,4 bd,3 ba,"899,749",L4A1S5,49.215008,-122.674309,Keswick North,house,2174 sqft
2474,12 Farrell Avenue,5 bd,6 ba,"2,848,800",L4A1S5,43.767654,-79.438301,Keswick North,house,
2475,6125 132a Street,8 bd,6 ba,"1,279,000",L4A1S5,49.114212,-122.855484,Keswick North,house,4245 sqft
2476,1415 Apel Drive,4 bd,3 ba,"920,000",L4A1S5,49.283264,-122.753944,Keswick North,house,2060 sqft
2477,44-1333 Mary Street,2 bd,1 ba,"298,000",L4A1S5,43.933826,-78.872536,Humber Summit,condo,800-899 sqft
2478,1103-1688 Pullman Porter Street,1 bd,1 ba,"850,000",L4A1S5,49.270653,-123.103722,Humber Summit,condo,674 sqft
2479,301-2835 Islington Avenue,3 bd,2 ba,"449,900",L4A1S5,43.750034,-79.567375,Humber Summit,condo,1200-1399 sqft
2480,6602-1 Bloor Street,1 bd,1 ba,"859,999",L4A1S5,43.669846,-79.386154,Humber Summit,condo,500-599 sqft
2481,111-9150 University High Street,2 bd,2 ba,"679,000",L4A1S5,49.277378,-122.908417,Humber Summit,condo,981 sqft
2482,7184 Triumph Lane,3 bd,3 ba,"639,900",L4A1S5,43.581669,-79.779579,Humber Summit,condo,1600-1799 sqft
2483,1405-5189 Gaston Street,1 bd,1 ba,"455,000",L4A1S5,49.237122,-123.030441,Humber Summit,condo,552 sqft
2484,11-68 Winston Park Boulevard,2 bd,2 ba,"599,950",L4A1S5,43.730171,-79.465797,Humber Summit,condo,1000-1199 sqft
2485,3-2519 38 Street Northeast,2 bd,1 ba,"184,900",L4A1S5,51.075222,-113.980713,Humber Summit,condo,721 sqft
2486,106-1315 12 Avenue Southwest,2 bd,2 ba,"305,000",L4A1S5,51.042347,-114.091942,Humber Summit,condo,808 sqft
2487,1105-5101 Dundas Street,2 bd,2 ba,"564,999",L4A1S5,43.644939,-79.531845,Humber Summit,condo,900-999 sqft
2488,18 Wylie Circle,2 bd,1 ba,"384,900",L4A1S5,43.657845,-79.910622,Humber Summit,condo,800-899 sqft
2489,18-1489 Heritage Way,3 bd,3 ba,"649,900",L4A1S5,43.429543,-79.745682,Humber Summit,condo,1400-1599 sqft
2490,102-21 Knightsbridge Road,2 bd,2 ba,"365,000",L4A1S5,43.720329,-79.713181,Humber Summit,condo,1000-1199 sqft
2491,197 Lewis Honey Drive,1 bd,1 ba,"438,888",L4A1S5,44.022583,-79.445587,Humber Summit,condo,600-699 sqft
2492,2101-170 Sumach Street,1 bd,1 ba,"580,000",L4A1S5,43.660294,-79.36058,Humber Summit,condo,600-699 sqft
2493,1805-50 Forest Manor Road,2 bd,2 ba,"620,800",L4A1S5,43.772568,-79.344849,Humber Summit,condo,700-799 sqft
2494,509-736 Spadina Avenue,2 bd,2 ba,"999,900",L4A1S5,43.665836,-79.403488,Humber Summit,condo,1000-1199 sqft
2495,218-112 George Street,2 bd,2 ba,"739,000",L4A1S5,43.652058,-79.37146,Humber Summit,condo,800-899 sqft
2496,1226-21 Pirandello Street,2 bd,2 ba,"700,000",L4A1S5,43.638699,-79.413956,Humber Summit,condo,900-999 sqft
2497,1504-90 Landry Street,2 bd,2 ba,"399,900",L4A1S5,45.437603,-75.671387,Humber Summit,condo,
2498,163 Crestway Drive,2 bd,1 ba,"224,900",L4A1S5,45.284592,-75.710419,Humber Summit,condo,
2499,101-1035 Bank Street,2 bd,3 ba,"994,900",L4A1S5,45.397545,-75.684685,Humber Summit,condo,
2500,105-1480 Bishops Gate,1 bd,1 ba,"379,000",L4A1S5,43.440578,-79.738533,Humber Summit,condo,900-999 sqft
2501,202 Sophia Crescent,3 bd,3 ba,"445,000",L4A1S5,43.386253,-80.488777,Fleetwood Tynehead,townhouse,1100-1500 sqft
2502,18-15875 84 Avenue,3 bd,3 ba,"659,900",L4A1S5,49.155533,-122.781975,Fleetwood Tynehead,townhouse,1562 sqft
2503,89 Big Hill Crescent,3 bd,3 ba,"799,000",L4A1S5,43.858162,-79.497696,Fleetwood Tynehead,townhouse,1500-2000 sqft
2504,36-8767 162 Street,3 bd,3 ba,"619,000",L4A1S5,49.162178,-122.773491,Fleetwood Tynehead,townhouse,1385 sqft
2505,466 River Heights Crescent,3 bd,2 ba,"385,900",L4A1S5,51.161819,-114.445259,Fleetwood Tynehead,townhouse,1538 sqft
2506,TH1-8160 Lansdowne Road,3 bd,4 ba,"1,130,000",L4A1S5,49.173618,-123.134155,Fleetwood Tynehead,townhouse,1951 sqft
2507,311-235 Keith Road,2 bd,2 ba,"858,000",L4A1S5,49.33215,-123.121002,Fleetwood Tynehead,townhouse,1170 sqft
2508,80 David Dunlap Circle,3 bd,3 ba,"999,900",L4A1S5,43.729275,-79.335274,Fleetwood Tynehead,townhouse,2000-2500 sqft
2509,220 Moira Street,7 bd,4 ba,"459,000",L4A1S5,44.169384,-77.400467,Fleetwood Tynehead,townhouse,
2510,32 Kingsborough Drive,3 bd,3 ba,"519,900",L4A1S5,43.177261,-79.795654,Fleetwood Tynehead,townhouse,1100-1500 sqft
2511,8 Steele Street,3 bd,4 ba,"469,900",L4A1S5,44.161507,-79.855141,Fleetwood Tynehead,townhouse,1517 sqft
2512,1-465 Woolwich Street North,2 bd,2 ba,"299,900",L4A1S5,43.500034,-80.493088,Fleetwood Tynehead,townhouse,993 sqft
2513,60-243 Grey Silo Road,3 bd,3 ba,"637,000",L4A1S5,43.522373,-80.495369,Fleetwood Tynehead,townhouse,2085 sqft
2514,15-230 Blackhorne Drive,3 bd,2 ba,"365,900",L4A1S5,43.414886,-80.48777,Fleetwood Tynehead,townhouse,1507 sqft
2515,739 22 Avenue Northwest,4 bd,2 ba,"809,000",L4A1S5,51.072308,-114.07843,Fleetwood Tynehead,townhouse,2265 sqft
2516,15 Middlemiss Crescent,3 bd,3 ba,"465,900",L4A1S5,43.395329,-80.274361,Fleetwood Tynehead,townhouse,1100-1500 sqft
2517,17 Trentonian Street,4 bd,3 ba,"729,000",L4A1S5,43.758247,-79.78363,Fleetwood Tynehead,townhouse,2000-2500 sqft
2518,33 Jackman Drive,3 bd,2 ba,"499,900",L4A1S5,43.740143,-79.724533,Fleetwood Tynehead,townhouse,
2519,112 Avondale Boulevard,3 bd,2 ba,"699,900",L4A1S5,43.704342,-79.703407,Fleetwood Tynehead,townhouse,
2520,1251 Treeland Street,4 bd,2 ba,"579,800",L4A1S5,43.334953,-79.826553,Fleetwood Tynehead,townhouse,1100-1500 sqft
2521,87 Sixth Street,3 bd,2 ba,"790,000",L4A1S5,43.599285,-79.503227,Fleetwood Tynehead,townhouse,1100-1500 sqft
2522,117 Decast Crescent,4 bd,3 ba,"899,000",L4A1S5,43.871681,-79.221939,Fleetwood Tynehead,townhouse,2000-2500 sqft
2523,28 Rachett Road,3 bd,4 ba,"779,900",L4A1S5,43.9016,-79.257645,Fleetwood Tynehead,townhouse,1500-2000 sqft
2524,1289 Warwick Avenue,4 bd,5 ba,"2,179,000",L6L2C3,43.423702,-79.708237,Bronte East,house,3500-5000 sqft
2525,548 Wolsey Crescent,3 bd,4 ba,"1,348,000",L6L2C3,43.427376,-79.703369,Bronte East,house,1500-2000 sqft
2526,1279 Warwick Avenue,3 bd,3 ba,"1,099,800",L6L2C3,43.424015,-79.707977,Bronte East,house,
2527,1215 Pinegrove Road,2 bd,2 ba,"999,999",L6L2C3,43.426311,-79.706902,Bronte East,house,
2528,403 Valley Drive,4 bd,5 ba,"2,098,000",L6L2C3,43.420296,-79.702324,Bronte East,house,2660 sqft
2529,556 Warminster Drive,4 bd,5 ba,"1,999,990",L6L2C3,43.424252,-79.706879,Bronte East,house,3000-3500 sqft
2530,403 Valley Drive,4 bd,5 ba,"2,098,000",L6L2C3,43.420296,-79.702324,Bronte East,house,
2531,3 Constance Street,4 bd,5 ba,"1,299,900",L6P0A7,43.793144,-79.68132,Bram East,house,3000-3500 sqft
2532,4395 Castlemore Road,4 bd,2 ba,"2,049,000",L6P0A7,43.789909,-79.69191,Bram East,house,
2533,39 Bloom Drive,3 bd,3 ba,"819,900",L6P0A7,43.793022,-79.684082,Bram East,house,1500-2000 sqft
2534,37 Peppermint Close,4 bd,4 ba,"979,900",L6P0A7,43.795147,-79.683426,Bram East,house,2500-3000 sqft
2535,Th#250-12 Foundry Avenue,2 bd,2 ba,"799,000",M6N1A5,43.66869,-79.448807,Dovercourt-Wallace Emerson-Junction,condo,1000-1199 sqft
2536,613-530 Indian Grove,2 bd,2 ba,"1,099,000",M6N1A5,43.665108,-79.462517,Dovercourt-Wallace Emerson-Junction,condo,1000-1199 sqft
2537,Th118-14 Foundry Avenue,2 bd,2 ba,"675,000",M6N1A5,43.669003,-79.448868,Dovercourt-Wallace Emerson-Junction,condo,800-899 sqft
2538,140 Osler Street,4 bd,4 ba,"1,219,000",M6N1A5,43.667889,-79.458588,Weston-Pellam Park,townhouse,2833 sqft
2539,7 Edith Avenue,3 bd,2 ba,"749,000",M6N1A5,43.66589,-79.454887,Weston-Pellam Park,townhouse,
2540,2095 Davenport Road,3 bd,2 ba,"628,000",M6N1A5,43.670753,-79.46151,Weston-Pellam Park,townhouse,
2541,33 Gillespie Avenue,4 bd,2 ba,"1,088,800",M6N1A5,43.671413,-79.458466,Weston-Pellam Park,townhouse,
2542,93 Kemano Road,3 bd,3 ba,"718,000",L4G2Z4,44.003033,-79.484383,Aurora Heights,house,1500-2000 sqft
2543,40 Hill Drive,4 bd,4 ba,"1,078,000",L4G2Z4,44.008251,-79.480301,Aurora Heights,house,1500-2000 sqft
2544,7 Kemano Road,3 bd,2 ba,"849,900",L4G2Z4,44.003658,-79.478012,Aurora Heights,house,
2545,32 Kitimat Crescent,3 bd,2 ba,"758,000",L4G2Z4,44.003819,-79.476166,Aurora Heights,house,
2546,30 Algonquin Crescent,2 bd,2 ba,"899,900",L4G2Z4,44.003326,-79.479202,Aurora Heights,house,
2547,59 Callender Street,5 bd,2 ba,"2,898,000",M6R1K3,43.641438,-79.442787,High Park-Swansea,townhouse,
2548,285 Garden Avenue,5 bd,3 ba,"1,320,000",M6R1K3,43.641605,-79.45253,High Park-Swansea,townhouse,
2549,254 Garden Avenue,3 bd,2 ba,"1,299,900",M6R1K3,43.643036,-79.450928,High Park-Swansea,townhouse,2000-2500 sqft
2550,3-288 St Clair Avenue,3 bd,3 ba,"1,998,000",M5P2Y1,43.685131,-79.410217,Forest Hill South,condo,2000-2249 sqft
2551,406-18 Lower Village Gate,2 bd,2 ba,"1,449,000",M5P2Y1,43.687168,-79.41507,Forest Hill South,condo,1600-1799 sqft
2552,102-342 Spadina Road,2 bd,3 ba,"1,495,000",M5P2Y1,43.68494,-79.411591,Forest Hill South,condo,1800-1999 sqft
2553,905-260 Heath Street,2 bd,2 ba,"899,000",M5P2Y1,43.686378,-79.415024,Forest Hill South,condo,1000-1199 sqft
2554,2-292 St Clair Avenue,3 bd,3 ba,"2,390,000",M5P2Y1,43.685131,-79.410416,Forest Hill South,condo,2750-2999 sqft
2555,111-620 Sauve Street,2 bd,2 ba,"480,000",L9T8M4,43.522015,-79.838989,Beaty,condo,800-899 sqft
2556,212-650 Sauve Street,2 bd,1 ba,"429,000",L9T8M4,43.523449,-79.840065,Beaty,condo,850 sqft
2557,212-650 Sauve Street,2 bd,1 ba,"429,000",L9T8M4,43.521767,-79.838737,Beaty,condo,800-899 sqft
2558,409-650 Sauve Street,1 bd,2 ba,"449,999",L9T8M4,43.521767,-79.838737,Beaty,condo,800-899 sqft
2559,421-630 Sauve Street,2 bd,2 ba,"469,000",L9T8M4,43.523235,-79.840286,Beaty,condo,800-899 sqft
2560,49 Headlands Crescent,4 bd,3 ba,"799,900",L1R2A1,43.912216,-78.919434,Rolling Acres,house,
2561,32 Winterberry Drive,4 bd,4 ba,"818,000",L1R2A1,43.90926,-78.919708,Rolling Acres,house,
2562,22 Brownell Street,4 bd,4 ba,"849,900",L1R2A1,43.911079,-78.915321,Rolling Acres,house,
2563,111 Fencerow Drive,3 bd,4 ba,"849,900",L1R2A1,43.909061,-78.914108,Rolling Acres,house,2000-2500 sqft
2564,69 Rolling Acres Drive,4 bd,3 ba,"799,900",L1R2A1,43.91346,-78.915192,Rolling Acres,house,2000-2500 sqft
2565,52 Rolling Acres Drive,4 bd,4 ba,"768,800",L1R2A1,43.913521,-78.916908,Rolling Acres,house,2500-3000 sqft
2566,26 Townley Avenue,4 bd,3 ba,"1,290,000",L3S1E2,43.842529,-79.281647,Milliken Mills East,house,3000-3500 sqft
2567,123 Cartmel Drive,4 bd,5 ba,"1,130,000",L3S1E2,43.839535,-79.288078,Milliken Mills East,house,2000-2500 sqft
2568,15 Townley Avenue,4 bd,4 ba,"1,249,900",L3S1E2,43.841869,-79.280769,Milliken Mills East,house,2500-3000 sqft
2569,1002 Victoria Park Avenue,3 bd,3 ba,"899,799",M1L3H1,43.703304,-79.293846,Clairlea-Birchmount,house,
2570,25 Presley Avenue,3 bd,3 ba,"888,880",M1L3H1,43.702984,-79.285027,Clairlea-Birchmount,house,2000-2500 sqft
2571,61 Presley Avenue,3 bd,5 ba,"1,880,000",M1L3H1,43.704826,-79.285797,Clairlea-Birchmount,house,3500-5000 sqft
2572,101 Westbourne Avenue,4 bd,5 ba,"1,199,000",M1L3H1,43.705818,-79.291145,Clairlea-Birchmount,house,
2573,83 Westbourne Avenue,3 bd,2 ba,"810,990",M1L3H1,43.704857,-79.290672,Clairlea-Birchmount,house,
2574,140 Westbourne Avenue,2 bd,2 ba,"999,000",M1L3H1,43.708164,-79.292671,Clairlea-Birchmount,house,
2575,19 Stellarton Road,2 bd,2 ba,"849,900",M1L3H1,43.712757,-79.293182,Clairlea-Birchmount,house,
2576,94 Pitt Avenue,2 bd,2 ba,"1,100,000",M1L3H1,43.704739,-79.293365,Clairlea-Birchmount,house,
2577,44 Tormina Boulevard,4 bd,4 ba,"868,000",L1R0J2,43.919701,-78.962074,Taunton North,house,
2578,98 Sonley Drive,3 bd,3 ba,"849,900",L1R0J2,43.925735,-78.963181,Taunton North,house,
2579,20 Lacroix Court,2 bd,3 ba,"699,900",L1R0J2,43.921696,-78.960434,Taunton North,house,
2580,19 Lurosa Crescent,3 bd,3 ba,"624,900",L1R0J2,43.922787,-78.961128,Taunton North,house,
2581,20 Locker Drive,3 bd,3 ba,"719,900",L1T3P1,43.869862,-79.032204,Central,house,1500-2000 sqft
2582,8 Bray Drive,4 bd,5 ba,"898,000",L1T3P1,43.875183,-79.032745,Central,house,2500-3000 sqft
2583,31 Hearne Crescent,3 bd,4 ba,"684,999",L1T3P1,43.873009,-79.041191,Central,house,
2584,14 Shipp Crescent,4 bd,4 ba,"799,900",L1T3P1,43.876411,-79.040154,Central,house,
2585,14 Sharp Crescent,3 bd,3 ba,"745,000",L1T3P1,43.874313,-79.038422,Central,house,
2586,#404-716 Kingston Road,2 bd,1 ba,"449,900",M4E1R7,43.679531,-79.295906,The Beaches,condo,600-699 sqft
2587,508-630 Kingston Road,2 bd,2 ba,"859,000",M4E1R7,43.678902,-79.298996,The Beaches,condo,
2588,508-630 Kingston Road,2 bd,2 ba,"859,000",M4E1R7,43.678902,-79.298996,The Beaches,condo,900-999 sqft
2589,4-715 Kingston Road,2 bd,2 ba,"998,800",M4E1R7,43.679317,-79.295692,The Beaches,condo,1000-1199 sqft
2590,18 Brightview Crescent,3 bd,2 ba,"699,998",M1E3Y3,43.771118,-79.164719,West Hill,house,
2591,24 Flerimac Road,4 bd,4 ba,"1,598,000",M1E3Y3,43.773876,-79.169914,West Hill,house,3000-3500 sqft
2592,9 Ravenview Drive,3 bd,2 ba,"739,900",M1E3Y3,43.768497,-79.163048,West Hill,house,
2593,44 Woodgarden Crescent,3 bd,2 ba,"699,000",M1E3Y3,43.766922,-79.170448,West Hill,house,
2594,201 Selwyn Road,4 bd,4 ba,"1,188,000",L4E4L2,43.91291,-79.468613,Jefferson,house,
2595,5 Alpaca Drive,4 bd,5 ba,"1,690,000",L4E4L2,43.90987,-79.467644,Jefferson,house,3500-5000 sqft
2596,75 Gannett Drive,3 bd,3 ba,"1,198,880",L4E4L2,43.91312,-79.466896,Jefferson,house,2500-3000 sqft
2597,69 Gannett Drive,3 bd,4 ba,"1,229,000",L4E4L2,43.913258,-79.467247,Jefferson,house,2500-3000 sqft
2598,216 Tower Hill Road,4 bd,5 ba,"1,799,000",L4E4L2,43.914375,-79.46096,Jefferson,house,3000-3500 sqft
2599,24 Rollinghill Road,4 bd,3 ba,"1,149,000",L4E4L2,43.908138,-79.452629,Jefferson,house,
2600,43 Goldlist Drive,3 bd,3 ba,"1,178,000",L4E4L2,43.913456,-79.462349,Jefferson,house,2000-2500 sqft
2601,46 Alpaca Drive,4 bd,4 ba,"1,298,000",L4E4L2,43.911438,-79.465134,Jefferson,house,2500-3000 sqft
2602,8 Kimberly Court,4 bd,4 ba,"1,225,000",L4E4L2,43.908867,-79.453476,Jefferson,house,
2603,40 Terracotta Crescent,4 bd,5 ba,"1,458,000",L4E4L2,43.913132,-79.455116,Jefferson,house,2500-3000 sqft
2604,8 Mockingbird Drive,4 bd,5 ba,"1,990,000",L4E4L2,43.914722,-79.456413,Jefferson,house,3000-3500 sqft
2605,116 Selwyn Road,4 bd,4 ba,"2,200,000",L4E4L2,43.907452,-79.468338,Jefferson,house,3500-5000 sqft
2606,34 Mockingbird Drive,4 bd,5 ba,"1,568,000",L4E4L2,43.91346,-79.455864,Jefferson,house,
2607,30 Carriage House Court,3 bd,3 ba,"1,595,000",L4E4L2,43.905388,-79.459702,Westbrook,townhouse,
2608,47 Maffey Crescent,4 bd,4 ba,"939,000",L4E4L2,43.905621,-79.456375,Westbrook,townhouse,1500-2000 sqft
2609,66 Hawkes Crescent,3 bd,3 ba,"875,000",L4E4L2,43.904785,-79.458107,Westbrook,townhouse,
2610,45 Argelia Crescent,4 bd,4 ba,"980,000",L6X0S1,43.672329,-79.795403,Alliston,house,2500-3000 sqft
2611,16 Hanbury Crescent,4 bd,4 ba,"1,049,900",L6X0S1,43.665554,-79.799881,Alliston,house,2500-3000 sqft
2612,33 Owens Road,4 bd,3 ba,"599,990",L6X0S1,43.669456,-79.799049,Alliston,house,2000-2500 sqft
2613,23 Antibes Drive,4 bd,3 ba,"790,000",L6X0S1,43.664799,-79.794548,Credit Valley,townhouse,2000-2500 sqft
2614,363 John Deisman Boulevard,2 bd,3 ba,"769,000",L6A3G1,43.859055,-79.548264,Vellore Village,house,1500-2000 sqft
2615,46 Domingo Street,3 bd,4 ba,"1,029,000",L6A3G1,43.856045,-79.54364,Vellore Village,house,
2616,463 John Deisman Boulevard,5 bd,4 ba,"1,299,000",L6A3G1,43.861713,-79.549042,Vellore Village,house,
2617,1 Boom Road,3 bd,4 ba,"995,000",L6A3G1,43.859348,-79.547157,Vellore Village,house,2000-2500 sqft
2618,166 Sail Crescent,4 bd,4 ba,"1,058,000",L6A3G1,43.857815,-79.541222,Vellore Village,house,2500-3000 sqft
2619,16 Ocean Avenue,3 bd,3 ba,"795,000",L6A3G1,43.860016,-79.545372,Vellore Village,townhouse,
2620,36 Windward Crescent,3 bd,4 ba,"700,000",L6A3G1,43.859936,-79.550224,Vellore Village,townhouse,1500-2000 sqft
2621,15 Tahir Street,3 bd,4 ba,"768,900",L6A3G1,43.866009,-79.542206,Vellore Village,townhouse,1100-1500 sqft
2622,33 Naples Avenue,3 bd,4 ba,"749,000",L6A3G1,43.859131,-79.54126,Vellore Village,townhouse,
2623,15 Rolling Green Court,4 bd,6 ba,"2,520,000",L4J2P3,43.800518,-79.452835,Brownridge,house,5000 sqft
2624,133 Ramblewood Lane,4 bd,7 ba,"1,205,000",L4J2P3,43.800381,-79.454308,Brownridge,house,
2625,52 Colvin Crescent,4 bd,4 ba,"1,349,900",L4J2P3,43.79744,-79.454193,Brownridge,house,
2626,34 Milner Gate,3 bd,3 ba,"1,291,300",L4J2P3,43.799286,-79.449028,Brownridge,house,
2627,23-901 Clark Avenue West,4 bd,4 ba,"1,189,900",L4J2P3,43.802242,-79.45195,Brownridge,townhouse,
2628,103-901 Clark Avenue West,4 bd,4 ba,"1,189,900",L4J2P3,43.802242,-79.45195,Brownridge,townhouse,
2629,23-901 Clark Avenue,4 bd,4 ba,"1,189,900",L4J2P3,43.802242,-79.45195,Brownridge,townhouse,2500-3000 sqft
2630,103-901 Clark Avenue,4 bd,4 ba,"1,189,900",L4J2P3,43.802242,-79.45195,Brownridge,townhouse,2500-3000 sqft
2631,60 Cheltenham Avenue,3 bd,3 ba,"965,000",L4L1J7,43.781891,-79.595787,Vaughan Grove,house,2000-2500 sqft
2632,109 Coles Avenue,3 bd,4 ba,"899,500",L4L1J7,43.776886,-79.600365,Vaughan Grove,house,
2633,119 Hawman Avenue,4 bd,4 ba,"2,099,900",L4L1J7,43.776951,-79.591225,Vaughan Grove,house,3500-5000 sqft
2634,57 Wallace Street,3 bd,2 ba,"1,088,888",L4L1J7,43.783073,-79.593658,Vaughan Grove,house,
2635,37 Edgewood Crescent,4 bd,4 ba,"1,388,000",L6C1T5,43.878235,-79.365852,Cachet,house,
2636,37 Edgewood Crescent,4 bd,4 ba,"1,388,000",L6C1T5,43.878235,-79.365852,Cachet,house,2500-3000 sqft
2637,31 Eyer Drive,4 bd,4 ba,"1,680,000",L6C1T5,43.876255,-79.355377,Cachet,house,3000-3500 sqft
2638,28 Captain Francis Drive,4 bd,4 ba,"2,188,888",L6C1T5,43.866314,-79.360748,Cachet,house,2500-3000 sqft
2639,2939 16th Avenue,3 bd,1 ba,"2,990,000",L6C1T5,43.867203,-79.364632,Cachet,house,1500-2000 sqft
2640,50 Edgewood Crescent,4 bd,4 ba,"1,399,900",L6C1T5,43.877743,-79.366798,Cachet,house,2500-3000 sqft
2641,100 Tozer Crescent,4 bd,5 ba,"999,999",L1T4Y4,43.882652,-79.048943,Northwest Ajax,house,3500-5000 sqft
2642,7 Armitage Crescent,4 bd,4 ba,"759,900",L1T4Y4,43.8797,-79.038139,Northwest Ajax,house,2000-2500 sqft
